13.68421052631579	9.66050878989812e-06
13.68421052631579	7.244359600766099e-07
16.05263157894737	8.912509381329931e-07
18.421052631578945	1.2589254117949153e-06
20.789473684210527	1.4454397707448342e-06
23.157894736842103	1.6595869074406517e-06
25.526315789473685	2.187761623954348e-06
27.89473684210526	2.69153480392862e-06
30.263157894736842	3.09029543250269e-06
32.63157894736842	3.5481338923336777e-06
34.99999999999999	4.0738027780506115e-06
37.368421052631575	4.67735141285482e-06
39.73684210526316	5.37031796371379e-06
42.10526315789473	6.165950018603057e-06
44.47368421052631	6.606934480085315e-06
46.84210526315789	7.585775750285584e-06
49.21052631578947	8.7096358995435e-06
51.57894736842105	9.332543007931122e-06
53.94736842105262	9.66050878989812e-06
56.315789473684205	9.66050878989812e-06
56.315789473684205	9.66050878989812e-06
