0.016	0.056
0.155	0.055
0.286	0.054
0.430	0.052
0.572	0.048
0.715	0.045
0.858	0.041
0.991	0.037
1.121	0.033
1.265	0.029
1.396	0.024
1.516	0.020
1.654	0.017
1.770	0.014
1.888	0.011
2.004	0.009
2.112	0.007
2.215	0.005
2.312	0.004
2.403	0.003
2.487	0.002
2.573	0.001
2.636	9.903e-4
2.719	6.573e-4
2.767	4.560e-4
2.854	2.058e-4
2.913	1.455e-4
2.942	9.446e-5
2.976	6.276e-5
3.042	2.891e-5
3.071	1.944e-5
3.092	1.307e-5
3.107	8.883e-6
3.125	5.750e-6
3.134	3.798e-6
3.150	2.578e-6
3.155	1.691e-6
3.172	1.123e-6
